
File produced by vmc_phase_angle_analysis.pro  (v20151021)

   ID    pa(˚) d_pa(˚)  B   dB   ia(˚) d_ia(˚)  ea(˚) d_ea()
C_END
    427    67.67  3.6371   0.457  0.0299   40.79  14.44   39.72  19.21
    427    67.53  3.7175   0.450  0.0286   40.46  14.40   39.55  19.21
    427    67.50  3.7365   0.449  0.0282   40.38  14.39   39.51  19.21
    427    67.46  3.7560   0.448  0.0276   40.30  14.38   39.46  19.21
    427    67.43  3.7756   0.447  0.0268   40.23  14.37   39.42  19.21
    427    67.40  3.7953   0.446  0.0261   40.15  14.35   39.38  19.21
    427    67.26  3.8851   0.442  0.0220   39.81  14.31   39.21  19.22
    427    67.23  3.9066   0.441  0.0209   39.73  14.30   39.17  19.23
    427    67.20  3.9284   0.440  0.0200   39.65  14.29   39.13  19.23
    427    67.17  3.9501   0.440  0.0189   39.58  14.28   39.09  19.23
    427    67.14  3.9723   0.439  0.0181   39.50  14.27   39.04  19.23
    427    67.00  4.0727   0.438  0.0146   39.16  14.22   38.87  19.25
    427    66.97  4.0964   0.438  0.0140   39.08  14.21   38.83  19.25
    427    66.94  4.1210   0.438  0.0131   39.00  14.20   38.79  19.26
    427    66.91  4.1454   0.437  0.0114   38.92  14.19   38.74  19.26
    427    66.88  4.1705   0.438  0.0110   38.84  14.18   38.70  19.26
    427    66.75  4.2802   0.437  0.0108   38.52  14.15   38.43  19.21
    642    89.08  1.3080   0.753  0.0566   63.31  17.80   44.38  19.82
    642    89.08  1.3080   0.757  0.0582   63.31  17.80   44.39  19.83
    642    88.82  1.3143   0.742  0.0561   63.23  17.85   44.32  19.87
    642    88.55  1.3218   0.734  0.0558   63.14  17.90   44.25  19.90
    642    88.28  1.3304   0.724  0.0565   63.07  17.93   44.16  19.91
    642    88.28  1.3308   0.727  0.0560   63.06  17.93   44.15  19.91
    642    88.02  1.3413   0.719  0.0565   62.97  17.98   44.08  19.94
    642    87.75  1.3533   0.713  0.0562   62.89  18.03   44.02  19.97
    642    87.49  1.3664   0.708  0.0565   62.82  18.05   43.94  19.99
    642    87.48  1.3669   0.708  0.0568   62.82  18.05   43.93  19.98
    642    87.22  1.3827   0.703  0.0563   62.73  18.11   43.88  20.02
    642    86.95  1.3996   0.698  0.0571   62.65  18.14   43.79  20.03
    642    86.68  1.4189   0.694  0.0577   62.57  18.18   43.72  20.05
    642    86.67  1.4197   0.692  0.0579   62.57  18.19   43.72  20.05
    642    86.41  1.4416   0.689  0.0578   62.50  18.23   43.63  20.09
    642    86.13  1.4661   0.685  0.0587   62.43  18.26   43.52  20.10
    642    85.84  1.4931   0.681  0.0588   62.37  18.30   43.44  20.13
    642    85.84  1.4942   0.677  0.0574   62.35  18.31   43.45  20.14
    642    85.56  1.5226   0.677  0.0593   62.29  18.33   43.37  20.14
    642    85.26  1.5554   0.674  0.0606   62.21  18.37   43.28  20.15
    642    84.96  1.5917   0.671  0.0628   62.13  18.39   43.22  20.16
    642    84.96  1.5925   0.665  0.0612   62.12  18.39   43.23  20.17
    642    84.66  1.6335   0.666  0.0637   62.05  18.44   43.14  20.20
    642    84.34  1.6800   0.662  0.0656   61.97  18.48   43.06  20.22
    642    84.01  1.7307   0.656  0.0666   61.89  18.50   42.97  20.22
    642    84.01  1.7323   0.648  0.0626   61.88  18.51   42.99  20.24
    642    83.68  1.7895   0.650  0.0671   61.81  18.54   42.89  20.25
    642    83.33  1.8546   0.642  0.0681   61.72  18.57   42.81  20.25
    642    82.98  1.9338   0.633  0.0685   61.44  18.60   42.31  20.03
    642    82.97  1.9356   0.625  0.0629   61.44  18.60   42.28  20.01
    642    82.57  2.0226   0.624  0.0672   61.42  18.67   40.87  19.37
    642    82.12  2.1124   0.616  0.0651   61.69  18.56   39.39  19.06
    643    85.86  1.4670   0.675  0.0585   62.35  18.32   43.46  20.13
    643    85.85  1.4676   0.677  0.0604   62.35  18.32   43.46  20.13
    643    84.92  1.5559   0.653  0.0539   62.10  18.43   43.22  20.18
    643    84.91  1.5568   0.655  0.0558   62.09  18.43   43.22  20.18
    643    83.92  1.6787   0.630  0.0483   61.84  18.54   42.95  20.22
    643    83.91  1.6799   0.632  0.0487   61.84  18.54   42.96  20.23
    643    82.81  1.8528   0.609  0.0432   61.59  18.65   42.68  20.27
    643    82.80  1.8544   0.610  0.0426   61.59  18.65   42.68  20.28
    643    81.56  2.1091   0.593  0.0388   61.31  18.76   42.41  20.29
